map_file=random-32-32-20.map
agents=100
seed=0
random_problem=0
max_timestep=500
max_comp_time=3000
4,5,8,1
17,11,10,3
22,0,25,18
17,8,4,31
15,1,2,24
23,5,15,26
23,18,7,2
0,9,20,1
30,4,11,10
29,9,5,8
30,20,0,27
22,9,11,19
7,14,29,31
2,31,14,27
24,10,12,5
27,18,29,26
23,30,25,26
24,15,13,13
30,26,27,13
5,28,13,9
9,3,20,7
31,0,10,24
1,19,20,10
6,7,11,27
23,1,15,13
29,4,25,29
2,23,22,4
26,17,27,10
31,7,9,31
29,16,10,23
27,24,7,19
28,0,10,1
8,6,7,12
13,29,4,13
19,11,9,20
6,26,5,6
25,24,30,10
19,21,26,3
26,16,31,23
2,8,12,25
12,9,25,21
1,9,25,4
16,22,13,22
27,7,6,18
10,22,23,7
26,28,15,19
24,11,0,20
20,21,11,22
12,14,8,20
7,11,16,20
23,19,19,0
24,30,30,24
29,30,18,14
12,4,11,14
3,26,0,16
5,16,1,23
13,5,18,16
24,0,26,14
26,2,25,17
1,10,20,23
31,12,31,20
24,13,4,16
5,19,4,8
19,27,16,1
12,26,2,19
20,31,25,11
20,22,14,24
9,25,5,23
15,18,4,3
0,4,8,30
30,14,9,15
14,22,22,1
15,14,12,1
24,5,12,29
23,31,5,21
17,3,18,9
29,6,9,8
27,1,22,28
8,23,29,10
30,12,18,20
3,2,17,17
19,2,18,27
11,13,29,27
7,6,21,4
26,29,11,17
18,28,1,25
21,11,25,3
14,21,20,24
30,27,3,1
1,24,27,12
19,3,19,8
10,10,4,17
7,28,3,18
11,20,9,28
31,27,15,21
14,14,17,14
30,7,9,10
6,22,2,15
31,9,26,25
14,25,12,17
